Column1,name,username,verified,followers,description
41,Michael Douglas,mehall,FALSE,582,"Pro-equality socialist, in favour of UBI
Pronouns - he/him"
2874,Tauseef ツ,TauseefH96,FALSE,582,"Life’s simple, you make choices and don't look back"
3381,Nigel Mason,NDM66,FALSE,582,"Music 🎸Football 🦁 Politics🌹
Not always in that order. Proud father always.
Labour Councillor for Hitchin Oughton Ward, North Herts. Trade Union Officer."
1904,Nigel Mason,NDM66,FALSE,582,"Music 🎸Football 🦁 Politics🌹
Not always in that order. Proud father always.
Labour Councillor for Hitchin Oughton Ward, North Herts. Trade Union Officer."
793,The Party's Over 🇵🇸,dascott66,FALSE,580,fully certificated working class... largely self educated... DNA Socialist...
2479,Ian J 🇺🇦,IanJBD,FALSE,580,"Health, life, politics, law, humour, sports, no shame,   all comments made in a personal capacity"
2179,TXNHXSSY• pronounced ten-hessy•,txnhxssy,FALSE,580,“I don’t always tweet what I mean” Come party with me and @MATBEVENTS link below👇🏾
3584,Ian J 🇺🇦,IanJBD,FALSE,580,"Health, life, politics, law, humour, sports, no shame,   all comments made in a personal capacity"
2517,Señora Mayor de Murcia 🇮🇨🇮🇪🇲🇳🏳️‍⚧️,NNGG__Murcia,FALSE,579,"Católica y radical queer
🔴En ViVo🔴La Guerra de los Gamers en las Calles en contra de POLICIA en Irán lo que ni tienes idea"
2544,The Forthright Forehead,Forthright4Head,FALSE,579,"Controversial opinions, unhindered by facts or evidence, from a forehead so large it has become a personality in its own right."
412,T,aliathh,FALSE,577,unfollow me
1255,Annabelle ✨💫,AnnabelleTayl0r,FALSE,576,She/Her
2892,Bethnal Green East Ward Labour,THLP_BG,FALSE,576,"News from your Labour Party Councillors in 
Bethnal Green East Ward on Tower Hamlets Council"
1387,Katherine,kathers_e,FALSE,575,"The young man knows the rules, but the old man knows the exceptions. #NHS *Views are mine*"
380,SANDRA JOHNSTON,sandra04850184,FALSE,574,"Retired Primary Care Director for GP Appraisal, Morale, Recruitment and Retention, Practice Managers and Practice Nurses."
901,𝕸𝖊𝖌 | #BLM,hxrdtimxs,FALSE,573,"24 y/o // feminist // anti-terf, anti-tory, pro-abortion // proud yorkshire woman 💮// 🏳️‍🌈 // she/her"
2343,jazeeliyah,jazeeliyah,FALSE,573,reformed.
1183,Vincing Bronwwell,vincentbrownlow,FALSE,570,Un Prophet. @deadmanfall1 guitarist.
1558,Write Flyer,Pegasus_Brain,FALSE,569,"🌈🌩️Dash. She/Her/Pony. Trans. Ace. 26. Pre HRT. Likes fast planes, high adventure and cute ponies. Icon by @Nyota7171  💙@Avipony💙"
434,"She, The CryptKeeper 💀🕯️⚰️",GhostCatLady,FALSE,569,Driving the handbasket on the highway to Hell.
3544,"Hannah Nazri, MBChB DPhil💙(she/her)",DrHannahNazri,FALSE,568,NIHR ACF ObGyn @WarwickUni | MBChB (Bris) DPhil (Oxon) | @royalcwsociety EqualityLeadEurope | @HPHRJournal | 2020 UK @womenoffuture Award Finalist | RT≠endorse
2353,DG,DannyBGreen,FALSE,568,"I’ll keep this plain and simple, I intend to make your brain tremble."
701,ZxIII☢️,m0rgiana,FALSE,567,"lookin to chill, sans stress pls"
3087,Nick Aspey,NickAspey,FALSE,567,Dream Act Succeed Learn
2150,alternativo™,piratekingbilly,FALSE,565,"im down to die, you scared to live"
889,Maria,constanm67,FALSE,564,"Massive foodie & tea drinker, an island girl living in the UK ☀️🌴"
3058,Aquarian Chaos,midnight___owl,FALSE,562,"♒ #MUFC random shit with a smiley faces :)
ASOIAF"
2375,W i l l,culchiewasian,FALSE,562,22 | He/ They | TCD Med | 🇻🇳🇮🇪
2381,"It's me, hi I'm the problem, it's me",AnnaCifer,FALSE,561,"Chapter 27. Half historian-Half Soufflégirl. Cat Mom. She/Her. What a shame I'm fucked in the head. 
Ace potato."
588,Aidan,_martianchild,FALSE,561,"Queer, Londoner, husband, pug dad, geek, gaymer, baker, socialist. He/Him. 🏳️‍🌈🏳️‍⚧️"
1643,Aidan,_martianchild,FALSE,561,"Queer, Londoner, husband, pug dad, geek, gaymer, baker, socialist. He/Him. 🏳️‍🌈🏳️‍⚧️"
2402,Nikki,dancinginmypjs,FALSE,561,"you're on your own, kid,
yeah, you can face this.

| she/her"
2866,Mary Heffs,HeffsM,FALSE,560,"Dubliner, based in London. UCD Grad, Trauma therapist, BBK PhD Candidate researching History of Psychoanalysis in Ireland - she/her -🐾🐾"
2082,Japanne,Annewanai,FALSE,559,
3316,Japanne,Annewanai,FALSE,559,
3162,Malcolm Parker,ExegesisWorks,FALSE,557,"Humanist, Socialist. Watched the moon landings and thinks we've achieved bugger all worthy of note since then. Come on people, Time we got our act together!"
1992,laura,laura_estah,FALSE,557,organiser with @iwgb_clb / 'the ones we love are enemies of the state' / views mine
1101,Dijah-Zahra,dijahzahraamani,FALSE,557,Writer/Actress
1334,Hannah Brown,hannahbbro,FALSE,557,"PhD researcher. History of polio in Belfast, Glasgow, & Liverpool.

Museum Guide @Museumfreederry📚 
she/her Derry 🇮🇪"
3482,Join a Non-Globalist UNION,Dalemama,FALSE,557,All we are saying ... is give Peace a Chance
2617,Jane,Jane06723722,FALSE,556,Taken early retirement on health grounds. Despise Sunak/BoJo and the rest. Pro-Europe… pro rejoining EU. Support NHS. Safe for 🏳️‍🌈🏳️‍⚧️
1141,Elattar SF,celattar,FALSE,555,SF Councillor in Mid Ulster Council. Midwife. Mother.
3064,Elattar SF,celattar,FALSE,555,SF Councillor in Mid Ulster Council. Midwife. Mother.
2813,MarkFitz,Mancfitzlaw,FALSE,554,"Lawyer, trustee, friend and husband...(and cat slave): views are my own:retweets do not amount to a recommendation or endorsement: @Maclaw@masto.ai"
3266,Christine Jones,patersc,FALSE,553,"Wife, mum, specialist nurse in Derriford, proud to represent the Peninsula as Meso Uk specialist Nurse. All views are my own."
58,wira fakhruddin,wirabaki,FALSE,552,7 billion smiles and yours is my favorite
906,abi 🟨🟥,notcoolabi,FALSE,552,all tories are scum | she/her | 24 #FreePalestine #BLM
1440,nelloit nickson (they/them) 🕵️🍂,nellnickson,FALSE,552,celebrated they/them army general known as “nell” 🍂 “rum and desperation” x
1501,T,Lionking_TM,FALSE,551,"#🦁👑 Sports Analyst #EOTB , Entrepeneur."
318,Nicx🥂,Nicole_Willsx,FALSE,550,-Sierra Leone ✨
3154,Nina Jolly 💙 🧡,NinaLJolly,FALSE,549,"ESOL teacher, refugee support - English at Home for @Hsanct2, always reading, writer-in-waiting..."
1809,Fat Amy,kimtrilly,FALSE,548,"She/Ra     
                                                          
 






 Queer







   
 



































Not your age mate"
304,e l l i e t a g g,ellietagg,FALSE,547,22 | Brackley
698,eleanor pepper,systonhouse,FALSE,546,
842,Arsenteta,38Games0Defeats,FALSE,545,came back more times than the Terminator & Jesus….. who is now @arsenal number 9! 🔴⚪️🔴⚪️
1329,Tom Packer-Stucki🐢,TomPackerStucki,FALSE,545,"Bidialectalism PhD @QMUL. Chair of @SCM_Britain. Member of @UKLabour.  From the beautiful Black Country. he/him, 24"
1268,David cannon 💙✊🏽,DcannonD,FALSE,545,
464,"Babel, which builds itself ever higher",Abitchgailuwu,FALSE,543,"To love and care. adults only pls.
An enbygorl bi polyam with 4 gfs :p 21yo dms open 🖤 Do tell me how u feel, whatever is up, here to listen. 
alt: @abi_but"
1637,Roshambo,pdog11234,FALSE,542,Lurker extraordinaire.
1750,That Spaghetti Person (they/them),DangerHissy,FALSE,542,"🔞 historian.classicist.psych. SpLD, PTSD,acespec queer.married. anticensorship.

moving away from 🐦➡️ find me on Mastodon @DangerHissy@mas.to"
193,"Vetra Nyx (On break, back soon dears)",VetraNyx2,FALSE,542,#NAME?
3449,Dr. MUDITA Tripathi 💙,MUDITA14,FALSE,542,Consultant Rheumatologist
1164,"Vetra Nyx (On break, back soon dears)",VetraNyx2,FALSE,542,#NAME?
908,aaron,AK1PAT,FALSE,542,I shoplift to feel something
764,Isabelle Huppert's look of disdain,BrienAyrton,FALSE,541,"Self-obsessed yet no idea what to write here.  Mute me, I hit like too much (some NSFW).
Queer in sexual orientation and gender.
Pronouns: any
  🏳️‍🌈🇮🇪"
2099,Wezi Sendama,wezisendama,FALSE,539,"Lung doc @NewcastleHosps, postdoc @NCL_medresearch"
996,jodie✨,jodiesbookshelf,FALSE,539,just a medical student ignoring her responsibilities by reading📚🏴󠁧󠁢󠁳󠁣󠁴󠁿 (jodiesbookshelf01@gmail.com)
595,The Cobbler's Sicario,JakeBaldwin95,FALSE,539,My fearsome master is the lord of shoes
1740,Wezi Sendama,wezisendama,FALSE,539,"Lung doc @NewcastleHosps, postdoc @NCL_medresearch"
1299,Matthew Turner,MatthewTurner31,FALSE,538,Christian Socialist | Ehemaliger Wiener | Antifascist | Communion wine sommelier | he/him 🏳️‍🌈
145,CWB,cwb1862,FALSE,537,
2185,Nico,atapushmaybe,FALSE,536,Sometime cycle courier-turned-map wizard. Ex-Tottenham resident slowly acclimatising to life at the end of the Met line. Amateur husband and father.
381,𝙎𝙞𝙢𝙤𝙣 𝙒𝙞𝙡𝙡𝙞𝙖𝙢 𝘾𝙧𝙚𝙚,piratesprogress,FALSE,536,I wouldn't be surprised if we never saw Denise Richards again. He/Him.
2465,Liz Aspden,LizAspden,FALSE,535,"Proud Anti Growth Campaign member
#StandwithUkraine #ClimateAction #GreenEconomy.  Truth to power. @LizAspden@home.social"
2433,Liz Aspden,LizAspden,FALSE,535,"Proud Anti Growth Campaign member
#StandwithUkraine #ClimateAction #GreenEconomy.  Truth to power. @LizAspden@home.social"
1561,#Border_guy,Cliff_climber1,FALSE,535,My views are my own. Retweets are not endorsements.
2740,Keziah 📚,SummerKzi,FALSE,535,18+ #CaféΟνειρα
291,nims🦋,nimsxo,FALSE,533,be good to your soul ⏳
1153,Lauren Gasser (she/her),LaurenGasser,FALSE,533,"Comms, campaigns, and content @ImpUrbanHealth #healthequality"
2147,Queen of ♠️s,yasminlyric,FALSE,532,
114,Sophie Reardon,Sophie_Reardon,FALSE,531,"Press @crisis_uk. Expect tweets on politics, poverty and how to end homelessness. All views expressed are mine."
1632,Jon Ryves,Knight_2359,FALSE,531,"Democratic Socialist 🌹 Metronomy 🎧 GoT-ASOIAF ⚔️ Tennis 🎾 I do medical law 🩻 
he/him

https://t.co/pRCY7SwE46"
72,Tolani.,TolaniAOdeyemi,FALSE,530,"22. She/Her. SFF Writer. I like big books, long cheques & plotting against the patriarchy. Radical Black feminist."
1828,🍀✨Asiwaju✨🍀,AJ_amaze,FALSE,530,Sola Fide | God 1st everything else follows | XVI • IV • MCMXC | ✊🏾✊🏾✊🏾|
2595,Angledweb,angledweb,FALSE,528,"Stuff from my head that probably should have stayed there.
40 something; bad jokes; leftish political opinions & too much concern for the fortunes of LFC."
824,ray,strikec0re,FALSE,528,getting up to trouble since the late 90’s
812,M,marjy_rosexo,FALSE,528,Neuroscience and Clinical Neurology professional - astronomy enthusiast
943,Sister Minnie's Executive Producer,AguitaVu,FALSE,528,"Adult
Black
She/they
🏳️‍🌈"
482,𝑘 𝖆 𝖎 𝖙 ⭒,katyyx3,FALSE,527,•𝐩𝐞𝐚𝐤 𝐩𝐬𝐲𝐜𝐡𝐨𝐩𝐚𝐭𝐡𝐲•
3521,Diana needs a Donor 🇬🇧,IsajevaD,FALSE,526,In need of a kidney donor 🅾️ #SLE #Chemo warrior. 🎓IP Law. Diversity in Democracy mentee- Vale of Glamorgan council. Action for Children Ambassador. RSPCA
1890,Alicia Rudd,Alicia_Rudd,FALSE,526,"Personal, expressive faith, impartiality, fairness, humour.  Bridging the gap to generation Y. Speech & Language therapy trainee."
633,Peter Lipman,peteralipman,FALSE,524,Tweeting in a personal capacity.  A link or retweet is not an endorsement.
1395,Sid💙,SkyeLewie,FALSE,524,Mum to two gorgeous grown up boys. Proud County Durham girl born and bred. Values the NHS. Mountain lover and keen gardener.
2706,Sid💙,SkyeLewie,FALSE,524,Mum to two gorgeous grown up boys. Proud County Durham girl born and bred. Values the NHS. Mountain lover and keen gardener.
779,Biscuit fan account,idxntitycrisis,FALSE,523,"Dead on the inside, dead on the outside ✡️ 🏳️‍🌈 Cat dad to Biscuit"
1415,HomertonUNISON,HomertonUNISON,FALSE,523,"Homerton hospital UNISON branch, in Hackney London."
1265,Vanesa Fuertes,vanesa_fuertes,FALSE,523,"Senior Lecturer/Researcher on un(der)employment, welfare & inequalities, policy governance, ethics & public administration. (Re)tweets in a private capacity"
1251,HomertonUNISON,HomertonUNISON,FALSE,523,"Homerton hospital UNISON branch, in Hackney London."
1549,Lizzie 🧵🏳‍🌈,LizzieCharlton,FALSE,522,"History geek, sewing devotee, fabric addict, sci-fi nerd, cat owner. Cis woman. Pronouns: she/her. 💗💜💙

🐘: @Lizzie@MoreHammer.uk"
920,Kenzie Millar,KenzieMillar,FALSE,519,"Writer 🖊️ 
Featured in Of Myths & Mothers (March 2022 @fly_press) 📚
Freelance book reviewer 🤓
Living with a chronic illness 🗡️
Bringer of Storms 🌩️
She/her"
1998,the deadliest jackson,greaterghosts,FALSE,519,buffalo vs. everybody // #1 @elizavsthevoid fan
688,Sucndra,cantmakeyoumine,FALSE,519,
2802,Pavan Joshi 🏳️‍🌈,Pavan_Joshi_,FALSE,518,Passionate about mental health of LGBTQ+ people. Views my own. Pronouns- he/him
1687,Luke Emery,iridescence45,FALSE,517,"Organizer, benefit/housing adviser, writer, music obsessive. Contributor @NovaraMedia, @VersoBooks, @nowthenmag. They/them."
742,Dul,dulmasilela,FALSE,517,
712,miranda🤍,mirandeeeee,FALSE,515,21
1536,x,matilda_ad,FALSE,515,
979,Yass,yasscarter_,FALSE,514,@sisterstouch 💁🏾
406,Yass,yasscarter_,FALSE,514,@sisterstouch 💁🏾
148,b o v r i l  🔊,thebovril,FALSE,514,I enjoy breathing and sometimes eat a food or two.
3142,Charya Hilton,CharyaHilton,FALSE,513,"Life Coach
Hypnotherapist"
2362,Morten Thaysen,viabank,FALSE,513,Senior organiser @NEON_UK | Board @debtjustice | Co-founded @lgsmigrants | He/him 🏳️‍🌈
2557,SB78,Steve_Butler,FALSE,512,Just trying to get through this thing we call life
1331,Owen ❤️💜💙🇵🇸,OwenLJ,FALSE,509,Socialist. NHS worker. Cat enjoyer. B̶r̶i̶s̶t̶o̶l̶ ̶R̶o̶v̶e̶r̶s̶ ̶f̶a̶n̶. He/him or they/them if you prefer.
3014,Divinity Road Area LTN,DivRoadLTN,FALSE,506,*New* East Oxford LTN | An LTN in 1985 for 3 months | Campaigning for Vision Zero |  'As a regular cycle commuter through Div Road - thank you'
1346,Kyam 🇬🇧,ThatDudeKyam,FALSE,506,History Teacher. Probably tweeting about Eurovision or Taylor Swift. The revolution will be intersectional. (views are my own etc) 🏳️‍🌈
1007,Asal Mór na hÉireann,An_Asal_Dathuil,FALSE,504,☘️ Cumannach & Poblachtach na hÉireann ☘️ 🥕 Asal Veigeánach 🥕 🏳️‍🌈Fear Cis Déghnéasach 🏳️‍🌈 🇮🇪 Táim ag Foghlaim Gaeilge Fós 🇮🇪 ❤️ @prolecloud ❤️
1371,ashley,AshleyMasila,FALSE,504,God First. RIP DAD ❤️|🇨🇩|I love HipHop. Media and Communications Graduate 🎓|#blacklivesmatter #FreeCongo
1714,Fílippos LD,FilipposLD,FALSE,502,"Cambridge Sociology 
He/Him"
3457,DrMustafaNHS,drmustafanhs,FALSE,501,"Teaching Fellow & digital entrepreneur offering digital products as planners, Pinterest pins, and Canva templates. digiplanuk@gmail.com"
1741,naré 🪬,IsThisNare,FALSE,501,logistically difficult millenial brown boy 🏳️‍🌈🤝🏳️‍⚧️ full-time sh*tposter. part-time clinical researcher.
3329,WFSUTR,wfsutr,FALSE,501,Waltham Forest Stand up to Racism
3466,Awais Saeed,docawais,FALSE,500,Doctor - Emergency Medicine -Automobile Ardent - Foodie - Loves to Travel - MUFC ⚽ - Views my own - 🇵🇰🇬🇧
3318,Suzanne Harvey 💙,SuzanneCHarvey,FALSE,500,"Tea drinker. Blue sky thinker. (Own views, etc, etc). Passionate about campaigning for positive change, beagles, Norfolk, the great outdoors and tea."
1214,Eden ✨,edenlunghy,FALSE,500,
420,E sweetz,ebz_tweetz,FALSE,499,"#teampetite, #teamJesusChrist Mark 11.24"
2125,ropafadzo,ConfusedTeenaga,FALSE,499,/ harare native / agent of chaos / ccc bully / feminist in progress / ndine pamuromo /
2570,Emmie,bobmcfc,FALSE,498,
782,🌻Nat,NMintonWilliams,FALSE,498,
1057,Georgina Hollifield,geohollifield,FALSE,497,
1932,doz,_dxrxthy_,FALSE,495,not a highlights reel. (she/her) doz.enquiries@gmail.com
637,Minerva 🇪🇺🇺🇦,Minerva47874627,FALSE,495,"My dad taught me this quote: Sweet are the uses of adversity which like the toad, ugly and venomous, wears yet a precious jewel in his head. (Shakespeare)"
510,foo-gazi,fourwallsblxck,FALSE,494,when it rains it pours for real
2061,GEHENNA!!! (check pinned) 🏳️‍⚧️🐀,tingrouse,FALSE,494,"Gehenna, she/her, 24. 🔞 *bites u* *bites u* *bites u* *bites u* *bites u* *bites u* *bites u* *bites u* *bites u* https://t.co/vvCwWKKuyA  https://t.co/k1w6h0WzXb"
561,Iyce,iycicles,FALSE,493,Yes I was named after frozen water but I'm cool with that.
1573,Lord Effingham,Garry51799839,FALSE,493,Friend of warlord Bungdit Din  and the Khasi of kalabar. Somewhere in the Empire the sun is above the yard arm so it’s time for tiffing. My Lord/your Lordship.
2683,Garden gate,Gardengate1231,FALSE,493,Here we go again
983,C,cjnhvska,FALSE,491,"Children’s social worker, keen on critical social work and ethnography. Peak District inhabitant. All views my own. 🇵🇱"
2768,IMRANO © ⚒,1mrano,FALSE,490,"Freedom, Equality, Justice, Peace & Love, lets make it happen! #WHUFC #COYI #MartialArts #Tesla 😍 #Tech #Blockchain #London #Freepalestine 🇵🇸 عمرانو"
2232,Gabriele Uboldi,gabriele_uboldi,FALSE,490,he/they | Theatremaker | Artistic Director @undonetheatre | Assistant Producer @JSTheatre | Young Changemaker @barbicancentre | Views my own
2851,Mark Warr,markwarrNHP,FALSE,490,CEO National House Project. Committed to improving life chances for young people. Father to three. Always on a diet! Views are my own
1492,Charlie,TheSnowline,FALSE,490,More of a Remote Places Enthusiast these days. Cook/Failed biologist & one-time Tour Operator.
3079,Lorna,Lorna_SLT,FALSE,489,Speech & Language Therapist @NHNN_therapies | Special interest in Functional Neurological Disorder. Views my own.
644,💕,essssali,FALSE,488,
228,Tristan 'countfingers' Alphey,seaxeducation,FALSE,488,Award-losing historian and 'woke twat' studying early medieval nicknames - will write for (gluten-free) beer @botmedieval @medievalmisuse
1298,PALESTINE🇵🇸,_100ch,FALSE,488,no human is illegal
2524,Antonio atuendo ¿¿¿???,Antoni0Antoni0,FALSE,487,"Lvl 27 ll Sí, doña, soy enfermero del trabajo ll Mi peli favorita es Ali G anda suelto ll Sui-Fēng stan account"
1765,molly ✨,tailoredfailure,FALSE,487,
3396,brownbrioche,adanjavaid,FALSE,487,"a doctor with a stethoscope in one hand roaming around the streets of england now.
🇵🇰|🏴󠁧󠁢󠁳󠁣󠁴󠁿|🏴󠁧󠁢󠁥󠁮󠁧󠁿"
838,Claire Trevor,spicytrev,FALSE,486,"Workers Rights Activist, Unite the Union member. All views are my own, likes and retweets are not endorsements. #AllEyesOnTgis 🌶"
3143,Mahrukh S Hameed,DrMahrukh,FALSE,485,"Locum Consultant Emergency Medicine Addenbrookes, CUH. 
SCF PaNDR
SCF MAGPAS Air Ambulance.

Entrepreneur.
Property Investor.
Crypto investor/Trader."
1389,Sinéad,arcticnead,FALSE,485,Fermanagh Native🇮🇪                                Now living in Athlone 📍
2210,MAGIC SCIENCE AKA MAG SCI,Maximilianvict9,FALSE,485,"TECHNOLOGY LAB FROM ALL ZONES 
AKA 
TLABFAZ 
(est 2006)"
670,Adorno.com 🇵🇸,KinoPraxis,FALSE,483,Intransigent communist and Exploited Cultural Critic. He/Him
366,Alex,fr046001,FALSE,483,"W.I.P - Auditor, Terrible investor/ trader & Suffering Man United fan"
196,melis,mehless,FALSE,482,i'm melis. i like silly || 24 || he/him
2117,dan,nomiddlesliders,FALSE,482,dan. guitar boy in @slash_fic. 2019 irish times meme of the year™ media luminary. he/him
2718,Jon Lacy-Colson,drjonlc,FALSE,481,"General and Colorectal Surgeon based in Shropshire. Enjoy running, swimming, sailing and trying to play piano."
632,Jon Lacy-Colson,drjonlc,FALSE,481,"General and Colorectal Surgeon based in Shropshire. Enjoy running, swimming, sailing and trying to play piano."
1375,Dr Richard Gorrod 🇺🇦,richard_gorrod,FALSE,480,"Mental Health Campaigner, GP, Passionate about improving Mental Health and the Delivery of Help to those Mentally Unwell. Police Hostage and Crisis Negotiator."
1247,Samia🫶🏽,SamMunye_DB,FALSE,479,
3206,Mohammed Alkubaisi,MohdBinHaroon,FALSE,479,"Iraqi, Doctor"
2692,caroline richmond,carolinerichmnd,FALSE,478,"Obituarist, HealthWatch founder. Chelsea Arts Club ex-council. Assn B Science Writers ex-vice chair. Likes art, architecture, jokes.  Tone deaf. Married to Jim."
961,KV,NanaPimms,FALSE,478,"wife,mother,nana.......still fierce so dont mess !"
3458,Adam Baker,adam_baker98,FALSE,478,24- 4th year Grad Entry Medic Notts Uni- @uonresponders EMAS lead & former Pharmacy student👨🏻‍🎓🏳️‍🌈
3009,Courtney 💫,crcampbell1999,FALSE,478,23 | QUB politics grad | med student @ulsteruni 1/4 🩺 | #actuallyautistic quizzer and taylor swift enthusiast ✨
3078,rantsandcraic,rantsandcraic,FALSE,478,
3152,Hilary Jane Evans,hjfe9,FALSE,478,"Wife ,Mother, Grandmother, retired Headteacher, Methodist"
279,eileen,_eileenkelly,FALSE,477,
1939,chilli con carner,yest3rdaysgone,FALSE,477,he/him -  it’s Loyle Carner season 🔥
3027,Anthony Kerry 💙🌻🇺🇦,AnthonyKerry7,FALSE,476,"Consultant Respiratory Physician Associate Medical Director USC Pleural Sleep #RECOVERYTrial, Medical education Effective Consulting Patient safety. own views"
1161,Sef,omgitssef,FALSE,475,Dua Lipa stan account. Feminist.
649,... 💭,Helium_22,FALSE,474,curiouser & curiouser.
1885,carolina bandinelli,carolina_b_,FALSE,474,"Thinker, researcher. Loves poetry, pop, and plants. Associate Professor in Media and Creative Industries, University of Warwick @ccmpswarwickuni"
2730,"Federico Bernuzzi, PhD",FedericoBernuzz,FALSE,473,Research Scientist | Gut Microbiome | Multiomics | BioStatistics
2961,Sogeking சயன்,Stup_id_endous,FALSE,472,உடல் மண்ணுக்கு. உயிர் தமிழுக்கு.
306,Kitty Worthing 💙,Kitdempsey,FALSE,472,NHS Junior Doctor https://t.co/IMTKJbNjEe #patientsnotpassports she/her
1023,Kitty Worthing 💙,Kitdempsey,FALSE,472,NHS Junior Doctor https://t.co/IMTKJbNjEe #patientsnotpassports she/her
2111,Renée Renegade Angel,Godshawk,FALSE,472,I got manly Kate Moss spirit and powerful mojo. Sit back and witness my science. ex-mail order bride. 3time Judaic dropout 🫦✨
2199,gelon k. busk,georgiakmri,FALSE,472,filmmaker/bug enjoyer | IMT 🚩
308,G,Georgina_xxo,FALSE,471,
1190,AI,AI1992_92,FALSE,469,"Anarcho-Communist ☭ #JeremyCorbynWasRight “While revolutionaries as individuals can be murdered, you cannot kill ideas” - Thomas Sankara  - ❤️⚽️ @Arsenal & 🥊"
330,Aimee Epelle,Aimee_Epelle,FALSE,469,(She/Her) Actress represented by @SAVAGESlondon. @ArtsEdLondon Grad. Currently 'Lexi' in feature film 'Upon The Edge' @decantillon . OXFD / LDN 🇳🇬🇬🇧🇳🇴
875,abolish selective education,efeagwele,FALSE,469,"she/her | law, politics & critical race theory🇳🇬 #BLM"
2259,Es 💗,esther_agh,FALSE,469,
2222,Mat Campbell,CampbellMat1,FALSE,469,Law Lecturer ⚖️ | #Lilt mourner | #privatelaw #commerciallaw #comparativelaw #seagulls | usual disclaimers | ♥ may = bookmark.
2253,Es 💗,esther_agh,FALSE,469,
1753,psychiatrist.nextdoor,yusrahanif,FALSE,468,"MBBS, FCPS, MRCPsych.
Speciality doctor , old age psychiatry, NHS Lancashire.
Tweets about mental health,  life and philosophy."
121,Abdul,abdullmuqeett,FALSE,468,"Doctor|
i prescribe little packets of serotonin."
2474,miss overdraft,jakoblauritzen,FALSE,468,not a twink
2387,Ahsan Majid,ahsamajid,FALSE,468,22 football is life 🇵🇸 slug
1967,miss overdraft,jakoblauritzen,FALSE,468,not a twink
2620,Lena Ferrier 💙🏴󠁧󠁢󠁳󠁣󠁴󠁿#YesScots #Indyref2,LrFerrier,FALSE,467,"Knitter, sewer, embroiderer, rubbish housekeeper. Owned by 2 cats."
29,Ricky,RickyEaston2,FALSE,467,The richer the man the cheaper the talk
514,Ricky,RickyEaston2,FALSE,467,The richer the man the cheaper the talk
2124,Ola- K'uk'ulkan's boo thing (WNC INBP BDF),OnlyDunke,FALSE,466,"Pro-abortion, WNC INBP and my fellow queers especially Trans and NB. I despair of the world but music, reading, sport (Arsenal, TeamLH❤) music perk me up 🏳️‍🌈"
667,Ola- K'uk'ulkan's boo thing (WNC INBP BDF),OnlyDunke,FALSE,466,"Pro-abortion, WNC INBP and my fellow queers especially Trans and NB. I despair of the world but music, reading, sport (Arsenal, TeamLH❤) music perk me up 🏳️‍🌈"
1569,Ola- K'uk'ulkan's boo thing (WNC INBP BDF),OnlyDunke,FALSE,466,"Pro-abortion, WNC INBP and my fellow queers especially Trans and NB. I despair of the world but music, reading, sport (Arsenal, TeamLH❤) music perk me up 🏳️‍🌈"
572,Joshua Hammond,JoshuaHammond_,FALSE,465,Journalist and PR pro in Lancashire. Film fan and telly watcher often found nose deep in a comic or sitting alone in a dark room. Views my own.
3036,Great Brian & Northern Ireland,bgpjohnston,FALSE,464,"i once saw a mime choke to death. we didnt realise, we just thought he was really good. Sub-par Triathlon enthusiast. Ex crash ball 10."
1124,colin,liaratmoany,FALSE,464,🏳️‍🌈🏴󠁧󠁢󠁳󠁣󠁴󠁿🇳🇱 a hun in more ways than one
345,Iain MacIain,Abuseumaus,FALSE,462,
1782,Fahad,FahadSXR,FALSE,462,"Interested in histories of Labour, Colonialism, Nationalism, and identity. | Ex SM Researcher @1947Partition | Research Consultant @SprfIndia (He/Him)"
2621,Iona 💙 Student Nurse,Iona_bluesky,FALSE,461,Adult student nurse year 3. Bee 🐝 kind. Mature student - long life learner. Graduate 👩‍🎓Being Dyslexia is a positive trait. Living with cancer and mum of 4
2509,👑,JKWickss,FALSE,461,on a mad one
634,con jamón spain,ConJamonSpain,FALSE,461,Immigrants in Andalucia.
3432,JM,Lord_Maglor,FALSE,460,"FY2 Doctor 💉Surgical wannabe. 🇬🇧/🇺🇸, Texan, Guitarist, Artist. Tolkien/StarWars/SciFi/Fantasy/MCU/DC/Anime/Animation fan. #PerAsperaAdAstra"
1489,Joel,JoelGibbs_,FALSE,459,Chance would be a fine thing.
2059,unikittycorn,tamarin,FALSE,459,she/her/hers
1588,ਬੱਬਰ ਸ਼ੇਰਨੀ 🦁⚔️☬,TheSarkyGrinch,FALSE,459,sarkiness with a hint of dark humour
1314,SP,shineypetal,FALSE,459,
2305,ਬੱਬਰ ਸ਼ੇਰਨੀ 🦁⚔️☬,TheSarkyGrinch,FALSE,459,sarkiness with a hint of dark humour
2471,Priscilla Josephine,PrisciPink108,FALSE,459,"Touch the world with kindness, happiness, sunshine, n smile..😊😊"
2352,bastard friends,Hajarahaj,FALSE,458,She//they 🏳️‍🌈🇬🇭~ PA-R
1693,chief commander ebube,ebubeooo,FALSE,458,blessed
2992,Richie Sombrero,lebanondisco,FALSE,457,Brap is back!
2834,Bolton,Yearsb1,FALSE,456,"Skinny, gay & political, not sure in what order"
1475,Merry Hampton Productions,B661Sutton,FALSE,456,(She/They)🏳️‍🌈🏳️‍⚧️ I clean real engines and dirty model ones.
